0.77|0.73|-0.64|0.00|0.00|0.00|-0.85|1.86|1.00|37.6289978027|127.0775756835|553.00|115.00|23.88|0.00
0.96|9.79|0.30|0.00|0.00|0.00|-0.79|1.86|1.00|37.6289939880|127.0775833129|573.00|110.00|23.93|0.00
0.27|1.17|0.96|0.00|0.00|0.00|-0.73|1.85|1.00|37.6289939880|127.0775833129|593.00|105.00|23.98|0.00
-0.67|9.77|0.75|0.00|0.00|0.00|-0.65|1.84|1.00|37.6289939880|127.0775833129|613.00|100.00|24.02|0.00
-0.99|0.92|-0.16|0.00|0.00|0.00|-0.57|1.83|1.00|37.6289939880|127.0775833129|633.00|95.00|24.07|0.00
-0.40|9.81|-0.92|0.00|0.00|0.00|-0.49|1.83|1.00|37.6289939880|127.0775909423|653.00|90.00|24.12|0.00
0.56|0.83|-0.83|0.00|0.00|0.00|-0.40|1.82|1.00|37.6289939880|127.0775909423|673.00|85.00|24.17|0.00
1.00|9.77|0.02|0.00|0.00|0.00|-0.31|1.81|1.00|37.6289939880|127.0775909423|693.00|80.00|24.22|0.00
0.53|1.19|0.85|0.00|0.00|0.00|-0.21|1.80|1.00|37.6289901733|127.0775909423|713.00|75.00|24.27|0.00
-0.43|9.78|0.90|0.00|0.00|0.00|-0.11|1.79|1.00|37.6289901733|127.0775985717|733.00|70.00|24.32|0.00
-0.99|0.79|0.12|0.00|0.00|0.00|-0.01|1.78|1.00|37.6289901733|127.0775985717|753.00|65.00|24.37|0.00
-0.64|9.81|-0.77|0.00|0.00|0.00|0.09|1.77|1.00|37.6289901733|127.0775985717|773.00|60.00|24.41|0.00
0.30|0.97|-0.95|0.00|0.00|0.00|0.19|1.76|1.00|37.6289901733|127.0775985717|793.00|55.00|24.46|0.00
0.96|9.77|-0.26|0.00|0.00|0.00|0.28|1.76|1.00|37.6289901733|127.0776062011|813.00|50.00|24.51|0.00
0.74|1.15|0.67|0.00|0.00|0.00|0.38|1.75|1.00|37.6289939880|127.0776062011|833.00|45.00|24.56|0.00
-0.16|9.79|0.99|0.00|0.00|0.00|0.47|1.74|1.00|37.6289939880|127.0776062011|853.00|40.00|24.61|0.00
-0.92|0.71|0.40|0.00|0.00|0.00|0.55|1.73|1.00|37.6289939880|127.0776062011|873.00|35.00|24.66|0.00
-0.83|9.80|-0.56|0.00|0.00|0.00|0.63|1.72|1.00|37.6289939880|127.0776062011|893.00|30.00|24.71|0.00
0.02|1.09|-1.00|0.00|0.00|0.00|0.71|1.71|1.00|37.6289939880|127.0776138305|913.00|25.00|24.76|0.00
0.85|9.76|-0.52|0.00|0.00|0.00|0.78|1.69|1.00|37.6289939880|127.0776138305|933.00|20.00|24.80|0.00
0.90|1.05|0.44|0.00|0.00|0.00|0.83|1.68|1.00|37.6289978027|127.0776138305|953.00|15.00|24.85|0.00
0.12|9.80|0.99|0.00|0.00|0.00|0.89|1.67|1.00|37.6289978027|127.0776138305|973.00|10.00|24.90|0.00
-0.77|0.73|0.64|0.00|0.00|0.00|0.93|1.66|1.00|37.6289978027|127.0776214599|993.00|5.00|24.95|0.00
-0.95|9.79|-0.30|0.00|0.00|0.00|0.96|1.65|1.00|37.6289978027|127.0776214599|1013.00|0.00|25.00|0.00
